budget,id,popularity,revenue,runtime,vote_average,vote_count
19000000,755,64.181668,25836616,108.0,6.9,1603
0,13682,9.03154,0,68.0,6.4,88
0,9089,4.031585,17519169,103.0,6.3,39
20000000,9470,13.658985,100914445,99.0,7.2,831
35000000,18357,6.908351,0,88.0,4.3,20
20000000,7979,10.446722,73276047,128.0,7.3,394
20000000,470,32.243357,60427839,124.0,7.2,918
20000000,15644,9.149089,16605763,84.0,5.8,52
20000000,9582,5.596835,17432163,101.0,5.3,83
0,10642,5.214408,0,98.0,5.0,120
20000000,22074,10.50098,17436509,120.0,7.0,167
20000000,2428,3.011205,15473333,199.0,6.5,41
19500000,290751,15.012237,34854990,111.0,6.2,336
25000000,13805,16.238961,14109284,87.0,3.0,240
20000000,4597,15.21229,22942221,88.0,5.5,208
20000000,9414,6.397042,13801755,97.0,6.5,125
20000000,63492,19.220789,30426096,106.0,6.2,671
20000000,81796,35.232278,32204030,95.0,5.8,715
40000000,10710,9.842771,0,99.0,4.8,139
20000000,15092,35.542809,34560577,96.0,5.9,861
0,11382,7.829295,0,98.0,7.0,130
20000000,15005,3.476925,13391174,123.0,6.1,12
30000000,8198,5.133744,27674124,101.0,6.4,81
20000000,6963,14.031377,12482775,101.0,6.0,289
20000000,15070,17.227376,12398628,96.0,6.1,139
0,12797,17.98817,0,102.0,6.4,286
20000000,17134,15.66135,17280326,108.0,5.7,220
20000000,41402,19.705311,24145613,116.0,6.7,641
0,18885,2.645722,0,93.0,4.5,48
0,4953,17.662683,0,102.0,6.2,424
0,10773,2.894154,0,103.0,6.4,62
20000000,146198,29.371987,12639297,115.0,5.6,797
20000000,2639,11.352693,10686841,96.0,7.3,187
20000000,10563,7.553773,0,98.0,5.4,62
20000000,295964,30.477114,36606743,100.0,6.3,950
20000000,5971,9.927018,0,106.0,5.6,105
20000000,9716,12.379781,0,101.0,6.5,147
20000000,11835,12.643703,16974459,105.0,6.5,297
21000000,26171,15.440465,0,99.0,6.5,284
0,31117,5.886228,9109322,88.0,1.9,35
0,9074,6.925645,12382362,83.0,5.4,133
20000000,14396,9.36146,10337477,84.0,4.7,78
20000000,15673,6.102663,11341016,98.0,6.4,24
8000000,42618,0.709143,20000000,149.0,6.5,15
20000000,171274,45.742217,11110975,148.0,6.5,833
0,24432,1.682839,0,85.0,3.2,18
20000000,109417,8.237336,16549477,110.0,5.9,88
20000000,13948,2.605374,7000000,83.0,4.1,20
12000000,106747,29.072964,15008161,107.0,5.3,631
22000000,10929,1.322528,0,100.0,5.8,82
0,14220,4.961306,6575282,87.0,4.7,69
0,46435,8.628519,0,160.0,6.7,41
20000000,256962,12.232048,6420319,106.0,7.0,185
15000000,48231,27.133277,27462041,99.0,6.2,571
8700000,3509,26.093043,7659918,100.0,6.8,532
0,82684,13.621201,0,117.0,7.0,216
20000000,12142,9.292987,10442808,96.0,3.1,173
20000000,23367,7.716606,5210988,111.0,5.4,126
20000000,10740,7.698075,0,100.0,5.9,179
20000000,241239,37.629309,12007070,125.0,6.5,546
0,14582,2.405911,0,114.0,6.3,26
0,14914,3.350297,0,119.0,6.3,59
20000000,3902,13.032308,4001121,135.0,6.6,195
20000000,77948,15.131867,16863583,93.0,4.8,271
20000000,21755,10.218307,5530764,114.0,6.8,203
21000000,4960,12.761176,0,124.0,7.4,278
26500000,128,60.732738,159375308,134.0,8.2,1983
0,14652,0.49446,0,114.0,5.7,20
0,40932,6.574285,0,124.0,4.9,9
2000000,16608,14.617944,5048693,104.0,7.1,218
20000000,334531,3.102987,0,118.0,6.8,36
20000000,32316,5.65327,1675706,84.0,3.3,12
20000000,7299,44.566609,5359645,107.0,6.9,1552
40000000,13405,8.978408,7400000,125.0,6.5,52
0,19457,10.150993,0,115.0,6.0,97
0,112937,0.28576,0,88.0,2.2,8
10000000,314385,11.267676,3727746,122.0,5.4,156
20000000,8953,9.129808,0,126.0,6.4,102
0,29078,2.013405,0,101.0,5.8,14
0,46503,20.086645,0,101.0,5.9,286
20000000,10448,3.581906,305070,107.0,6.2,33
0,13688,12.373248,47301471,86.0,6.1,107
0,10353,12.283025,0,118.0,5.8,221
20000000,43935,10.617236,4634062,107.0,4.5,139
20000000,11458,6.377308,0,100.0,5.5,48
20000000,44638,3.620537,346594,110.0,6.0,31
0,241257,27.215666,17671101,106.0,5.3,585
0,14538,4.127155,0,102.0,6.6,35
20000000,13250,13.118983,0,95.0,6.3,130
20000000,133931,14.182301,0,83.0,5.3,68
0,280871,0.416179,0,170.0,5.0,3
0,239897,0.485405,0,98.0,0.5,1
20000000,184341,7.444189,0,105.0,6.1,109
20000000,334074,33.625477,0,96.0,5.4,404
27220000,199373,28.060472,5496951,105.0,6.1,465
19400000,14202,20.746932,0,125.0,7.1,312
27000000,6968,7.727035,0,150.0,7.1,157
22000000,581,45.707835,424208848,181.0,7.6,1046
20000000,52449,28.497242,216197492,92.0,5.4,1584
19000000,12150,11.47316,110879513,113.0,6.7,141
19000000,11247,25.28132,70067909,95.0,6.1,713
14000000,4232,45.99611,173046663,111.0,7.0,1476
0,9378,20.392858,0,91.0,5.4,440
19000000,694,78.699993,44017374,144.0,8.1,3757
19000000,105,76.603233,381109762,116.0,8.0,6079
19000000,11377,13.664614,40846082,93.0,5.5,209
0,26367,2.242809,0,113.0,6.0,40
27000000,385383,1.224105,0,90.0,3.9,8
19000000,41210,27.494037,49830607,101.0,5.9,583
18000000,12090,18.47518,101564935,95.0,5.3,404
19100000,62630,10.559414,5728213,109.0,6.5,208
0,16110,1.916351,0,85.0,4.6,8
20000000,29427,28.867568,54956140,101.0,6.2,633
15000000,129,118.968562,274925095,125.0,8.3,3840
0,244114,3.376967,0,110.0,5.9,43
25000000,2669,7.436491,8613462,132.0,6.5,108
0,203833,57.84156,76586316,131.0,7.4,1486
19000000,13523,17.952817,18755936,109.0,6.0,342
19000000,25195,21.959742,29922472,100.0,6.4,465
19000000,17277,4.229942,4750000,188.0,6.0,33
19000000,50725,11.766564,6928068,97.0,6.2,208
0,82631,2.366251,5310554,121.0,5.8,40
19000000,73191,0.068228,2119994,93.0,5.6,5
18000000,22479,5.380733,0,116.0,6.1,12
0,340611,5.625989,0,110.0,6.8,69
19000000,10065,30.205943,108047131,90.0,6.0,588
19000000,2757,26.441669,32801173,114.0,7.3,638
15000000,11683,15.262492,46770602,93.0,6.0,381
0,244339,1.583918,0,107.0,5.8,11
18500000,1878,44.511363,10680275,118.0,7.2,1301
18500000,23082,16.665841,31912793,100.0,6.0,518
18000000,195589,36.471231,268157400,96.0,6.2,2713
23000000,854,85.30318,351583407,101.0,6.6,2472
18000000,2280,20.716023,151668774,104.0,6.9,993
18000000,496,29.487784,261572744,82.0,6.5,1579
18000000,8835,25.43954,141774679,96.0,6.1,882
18000000,157,15.314027,87000000,105.0,6.4,434
19000000,8643,32.602868,144216468,122.0,6.3,659
17000000,10402,9.832326,65535067,88.0,5.5,308
16000000,218043,33.452469,19682924,110.0,3.7,392
0,9043,14.190837,0,103.0,6.2,249
18000000,21301,6.501815,65070412,106.0,5.6,74
23000000,10147,26.58873,76488889,91.0,6.5,656
16500000,816,36.15716,67683989,94.0,6.5,1013
18000000,302688,16.027955,88923251,94.0,5.5,322
21000000,60307,14.329891,72417394,99.0,6.3,238
18000000,106,50.009408,98235548,107.0,7.3,2093
18000000,279,31.82675,51973029,160.0,7.8,1076
0,8617,9.642041,14796236,88.0,4.8,167
17000000,10625,36.423717,129042871,97.0,6.9,2320
0,10934,12.309718,0,113.0,6.4,172
19800000,5279,11.693272,87754044,137.0,6.8,246
18000000,10013,12.243887,41382841,103.0,5.9,136
18000000,194662,89.811154,103215094,119.0,7.4,4535
18000000,160588,34.694216,99206215,98.0,7.0,1098
15000000,9829,17.50138,76286096,111.0,6.9,367
18000000,10028,18.492655,62646763,94.0,6.0,303
18000000,10535,11.238522,0,81.0,4.9,147
1000000,790,14.518598,21378361,89.0,6.4,311
18000000,43959,19.234672,47088990,106.0,6.9,342
18000000,10364,4.504377,24911670,121.0,6.7,72
0,16991,10.529143,24007324,86.0,5.6,225
18000000,9610,18.379124,100000000,103.0,5.8,383
18000000,1578,35.524457,23000000,129.0,7.7,938
18000000,25643,13.472365,36133014,109.0,5.6,180
18000000,11904,8.321586,0,109.0,6.7,167
0,28665,7.668063,0,107.0,5.5,135
18000000,44115,52.464877,35692920,94.0,7.0,2606
0,10569,11.423533,0,94.0,6.4,155
18000000,10560,6.961736,17200925,115.0,6.8,90
17000000,333348,9.191187,24000000,107.0,5.4,167
18000000,20483,4.492859,16702864,92.0,4.9,76
18000000,11457,5.706767,0,125.0,7.2,120
30000000,321697,53.670525,34441873,122.0,6.8,1573
18000000,19840,14.15192,0,102.0,5.1,197
18000000,22327,13.462544,0,87.0,5.9,319
18000000,38665,11.725805,2945600,98.0,3.7,14
21000000,2575,7.047975,28008462,109.0,6.2,92
18000000,11644,13.628601,12000000,108.0,7.3,236
18000000,146227,16.520516,10501938,90.0,4.9,246
18000000,68924,14.916264,8038061,112.0,6.9,176
18000000,253235,9.633711,25312387,94.0,5.7,164
0,22102,3.455018,0,105.0,5.6,56
0,18701,1.946634,0,104.0,6.4,23
17000000,10068,12.313143,6735922,117.0,5.8,177
18000000,848,3.258422,14110013,108.0,6.5,67
0,36811,3.659292,0,112.0,6.7,55
18000000,522,24.548633,5887457,127.0,7.3,630
18000000,130150,17.683563,20275812,111.0,6.7,299
18000000,12246,10.1449,26527510,120.0,6.5,158
18000000,13809,31.887978,25739015,114.0,6.9,836
0,27380,1.110179,0,99.0,3.5,15
0,10549,9.814785,0,242.0,7.3,117
25000000,33870,1.876811,20719451,117.0,6.8,28
18000000,245703,32.717853,6212282,112.0,6.2,694
0,10739,8.945081,0,108.0,6.2,149
18000000,127560,13.916583,22309223,116.0,6.7,273
15238800,37903,17.94739,0,144.0,7.2,255
0,396152,2.525569,0,90.0,5.3,11
2700000,10017,10.47644,3500000,93.0,5.9,108
18000000,11468,10.991281,676698,103.0,7.0,104
18000000,193613,7.871686,7972967,93.0,6.7,83
18000000,17436,6.333869,382174,98.0,4.4,60
18000000,43434,1.138383,871279,338.0,6.7,50
18000000,31166,8.266124,0,114.0,5.6,20
0,69848,0.910529,0,121.0,9.3,2
3500000,8408,18.025206,34000000,96.0,6.9,270
18000000,332411,10.144222,0,92.0,4.5,179
18000000,9389,9.244181,1831348,105.0,6.7,77
17900000,9626,12.752463,6948633,89.0,5.0,206
14000000,75638,22.748174,13551174,119.0,6.0,376
20000000,8363,33.436092,121463226,113.0,7.0,2100
0,15670,3.107371,90508336,103.0,6.4,52
18000000,290555,7.922639,0,90.0,5.7,82
23000000,8328,28.973074,150816700,98.0,6.5,640
15000000,10982,23.980329,51053787,80.0,5.9,479
17500000,205,28.60542,38000000,121.0,7.5,793
24000000,1620,42.669304,99965753,89.0,5.9,966
17500000,175541,7.180403,7018189,93.0,5.8,16
18000000,241254,21.638673,266586800,93.0,4.6,218
0,31932,2.64486,0,116.0,5.4,18
0,1933,25.881355,0,101.0,7.4,1660
18500000,679,67.66094,183316455,137.0,7.7,3220
17000000,11113,20.786616,72070731,170.0,7.4,352
17000000,3597,27.654472,125586134,100.0,5.6,687
17000000,193893,70.668923,136621271,104.0,6.4,1219
16000000,9675,23.425431,109502303,126.0,6.9,478
17500000,9988,14.304444,19179969,110.0,5.8,172
300000,948,30.301307,70000000,91.0,7.4,1035
17000000,21765,3.56033,0,87.0,4.7,30
17000000,146304,7.210095,71625195,123.0,6.7,110
17000000,7516,23.491962,57103895,109.0,6.4,534
20000000,41439,36.133536,136150434,90.0,5.8,730
17000000,2752,14.18136,0,94.0,5.2,297
17000000,9429,12.709227,30331165,81.0,5.9,198
17000000,38117,24.054062,43165571,86.0,6.0,849
15000000,9792,35.107857,69623713,107.0,6.1,705
0,13778,10.149569,0,98.0,5.1,64
0,228203,14.023082,45710059,128.0,7.4,213
0,41382,9.054803,0,99.0,5.6,54
20000000,13960,5.422285,21170563,105.0,6.0,32
17000000,114150,32.746486,115350426,112.0,7.3,2247
34000000,26602,3.960098,19693891,108.0,4.8,63
0,10223,10.178917,0,121.0,6.9,187
17000000,16028,4.544216,0,89.0,4.6,74
0,15639,2.184708,0,89.0,3.3,17
0,16112,3.09159,0,73.0,6.3,14
17000000,26390,18.790102,29536299,133.0,6.2,293
17000000,27759,3.321095,10000000,154.0,6.3,36
17000000,109428,33.912116,97542952,91.0,6.4,1723
17000000,23049,5.787891,20455276,95.0,5.6,101
17000000,9310,7.864011,7314027,107.0,4.9,95
17000000,11411,17.062117,19300000,90.0,4.1,318
0,16988,1.782666,0,94.0,3.0,6
17000000,7304,19.311572,9500000,122.0,7.0,331
0,24747,2.897449,0,120.0,5.5,19
17000000,58048,0.138564,0,97.0,2.9,15
40000000,1491,36.960953,86915017,110.0,7.1,1615
17000000,2989,1.15641,2000000,102.0,5.6,19
17000000,10629,9.583578,1569918,98.0,6.8,59
17000000,255343,25.112567,3758328,120.0,6.1,271
17000000,4723,9.349386,374743,144.0,5.2,153
15000000,10800,8.884405,0,80.0,6.5,129
17000000,25763,2.215261,8720000,91.0,5.0,27
17000000,79694,6.385234,9627492,82.0,4.5,140
16500000,4032,20.935169,0,102.0,7.0,428
16800000,18615,4.358255,2281089,122.0,5.8,73
15000000,10673,24.898687,43848069,126.0,7.0,546
16500000,4584,20.898711,135000000,136.0,7.2,352
16500000,2977,18.236284,37311672,120.0,6.9,317
16500000,10760,10.74648,13620075,108.0,6.0,236
16500000,11093,12.102725,16942795,126.0,7.0,199
16400000,207,55.458584,235860116,129.0,8.1,2705
16000000,8467,35.777067,247275374,107.0,6.5,1859
16000000,639,18.430419,92823546,96.0,7.3,950
16000000,24226,7.980632,53977250,129.0,7.4,131
16000000,9285,14.759948,119754278,93.0,5.9,542
0,14709,9.229999,0,106.0,6.0,122
15000000,74643,29.943316,133432856,100.0,7.3,1049
16000000,13788,15.788784,76514050,87.0,4.8,365
16000000,83666,41.083914,68263166,94.0,7.6,1662
16000000,10781,21.380635,0,91.0,5.9,402
18500000,318850,1.884558,6490401,120.0,6.4,30
0,13908,4.382761,0,80.0,3.7,78
19000000,1417,90.809408,83258226,118.0,7.6,3041
0,39180,6.579017,0,94.0,4.8,44
16000000,16161,7.854989,29381649,130.0,7.4,55
16000000,49950,11.807269,40492759,91.0,5.3,224
17700000,10956,15.976335,30987695,91.0,5.5,242
15000000,9594,10.484642,30102717,110.0,5.3,215
12000000,4638,38.623178,80573774,121.0,7.4,2199
16000000,13972,8.8321,50007546,114.0,4.6,96
15000000,5038,32.758254,96408652,96.0,6.7,1020
25000000,13491,6.091033,0,139.0,6.4,76
16000000,10571,9.119797,20627372,94.0,5.4,103
0,10994,9.423866,0,109.0,7.2,108
16000000,19994,32.257414,31556061,100.0,5.3,837
16000000,25166,3.021835,15427192,96.0,5.4,43
16000000,30890,7.612849,0,90.0,7.0,127
20000000,23169,36.764666,0,113.0,6.9,948
0,17403,3.199784,0,99.0,5.7,42
20000000,12120,9.455596,13854000,108.0,5.3,131
26000000,9800,44.301745,206678440,125.0,7.6,988
16000000,1090,19.890428,18564088,100.0,6.8,378
16000000,18475,0.830596,12,97.0,4.6,10
0,40160,2.637355,0,107.0,5.1,36
0,18074,2.25453,0,112.0,5.5,34
16000000,9689,8.711782,0,112.0,6.4,113
6500000,9781,5.700333,4217115,95.0,6.7,100
16000000,8009,29.253833,5900000,116.0,6.8,624
16000000,3877,8.842869,2849142,113.0,6.7,90
16000000,8854,2.848727,1686429,97.0,4.3,48
16000000,152599,13.832464,5867686,117.0,6.2,250
0,18840,4.488547,0,135.0,6.9,21
20000000,68727,38.802415,24261569,101.0,6.5,956
16000000,12657,9.400404,14822346,86.0,4.7,108
11000000,8265,18.923181,53191886,106.0,6.8,615
0,12410,2.397987,0,96.0,6.3,29
13000000,34647,20.39955,754249,161.0,7.2,387
16000000,73935,7.251897,0,93.0,4.8,91
16000000,28178,43.217089,47801389,93.0,7.7,1717
16000000,185567,14.529496,0,110.0,6.7,172
16000000,264656,20.59148,3442853,122.0,6.4,258
15600000,35696,2.244947,0,91.0,4.2,20
0,16351,1.326264,0,115.0,5.7,16
0,38717,0.212108,0,99.0,5.3,3
15500000,18777,6.630856,1237615,93.0,5.5,16
15300000,2110,18.20957,0,94.0,6.2,283
15500000,9035,17.327279,0,95.0,6.3,317
15000000,90,29.843818,316360478,105.0,6.8,961
18000000,771,2.186927,476684675,103.0,7.1,2414
0,12154,12.335827,0,102.0,5.8,253
21000000,9576,20.818567,177200000,116.0,6.9,421
15000000,744,58.900647,356830601,110.0,6.7,1698
17000000,146,45.742254,213525736,120.0,7.2,927
15000000,14,80.878605,356296601,122.0,7.9,3313
15000000,45269,54.053576,414211549,118.0,7.6,2752
15000000,9493,17.638286,216614388,107.0,5.7,559
15000000,22556,3.803495,317000,102.0,6.4,52
15000000,873,17.571533,146292009,154.0,7.7,338
16000000,33196,4.628525,11301649,120.0,6.5,48
14000000,205596,145.364591,233555708,113.0,8.0,5723
0,10765,12.18838,0,109.0,6.0,102
15000000,16769,3.826685,67182787,125.0,7.2,67
15000000,33217,21.095489,75700498,92.0,5.9,355
15000000,132232,47.455148,146497771,100.0,6.0,1401
15000000,11153,22.838834,61399552,98.0,7.1,410
15000000,208134,27.165222,151831537,92.0,6.0,680
15000000,1165,19.113278,123384128,103.0,6.8,338
15000000,4011,58.553213,73326666,92.0,7.1,1444
15000000,17202,2.005111,55184721,113.0,6.1,33
18000000,9587,16.418639,0,115.0,7.0,215
17000000,65086,43.675191,127730736,95.0,6.1,1206
15000000,10053,4.688212,66966987,87.0,5.4,268
15000000,11870,9.125594,52970014,88.0,5.6,197
15000000,11778,19.786392,50000000,183.0,7.8,921
15000000,586,13.581966,64256513,97.0,6.7,270
17000000,18736,11.927667,55534455,94.0,5.7,280
35000000,134411,30.556135,42930462,112.0,5.8,1138
15000000,287903,31.565117,61548707,98.0,5.9,584
15000000,9276,21.535126,40283321,104.0,6.2,492
0,15765,7.921311,0,118.0,6.9,72
15000000,2142,19.284129,44862187,104.0,6.6,382
16000000,11397,23.423082,66468332,89.0,5.5,431
7000000,77016,49.517264,48126384,109.0,7.2,1170
15000000,11478,11.375032,35007180,106.0,5.8,156
15000000,266856,61.182331,123726688,123.0,7.8,3311
0,13411,7.314796,0,86.0,4.7,77
15000000,10564,6.857923,33771174,120.0,6.9,155
15000000,947,41.286336,69995385,216.0,7.8,851
15000000,24150,12.929525,39421467,105.0,5.1,267
15000000,228970,42.952942,52501541,115.0,7.0,951
15000000,18405,19.760383,32721635,110.0,6.2,440
15000000,6961,10.194097,47175038,88.0,6.2,230
13000000,11442,11.045593,37664855,94.0,4.5,228
16000000,2493,44.533612,30857814,98.0,7.6,1486
15000000,14047,10.84158,30226144,126.0,6.9,151
15000000,64690,49.294864,78054825,100.0,7.4,3725
15000000,11132,7.424798,29331068,89.0,5.1,221
15000000,17127,5.164281,46905889,111.0,5.6,72
15000000,1562,34.759855,64238440,100.0,6.5,1197
15000000,232679,7.297757,30127963,115.0,6.3,130
14000000,17880,3.334804,32645546,106.0,6.1,61
20000000,14736,2.027393,27728118,124.0,7.4,88
0,9434,13.817269,28084357,107.0,6.9,275
15000000,23706,13.237835,40105542,99.0,4.7,295
0,11531,3.890223,0,90.0,4.3,212
15000000,9100,19.517239,24769466,101.0,6.3,380
15000000,116,30.669913,85306374,124.0,7.3,1105
0,38843,9.681147,0,103.0,6.1,245
11500000,1245,15.355589,23237911,134.0,7.5,202
15000000,4995,19.85579,43101594,155.0,7.5,796
0,10413,11.689337,0,94.0,5.5,119
15000000,14012,3.043589,21000000,95.0,6.1,52
15000000,9793,17.141376,0,89.0,5.2,351
14000000,12212,8.885017,38574362,97.0,4.4,100
0,13768,4.115398,0,90.0,6.4,128
20000000,8975,7.679336,22165608,92.0,5.0,163
15000000,342521,18.268009,20566327,94.0,6.0,421
15000000,45272,7.809701,20529194,117.0,5.9,80
15000000,9424,9.378688,17507368,84.0,5.5,104
15000000,97367,35.395129,35485608,140.0,6.8,1653
15000000,254904,45.317278,32556119,108.0,6.0,639
15000000,18681,4.302941,0,109.0,5.3,42
15000000,12162,47.006162,42000000,131.0,7.2,1840
15000000,11495,11.379652,17080167,114.0,5.9,173
15000000,64689,24.612603,37930465,97.0,5.8,742
15000000,157849,26.708193,31554855,121.0,6.5,541
0,13166,8.710294,0,87.0,4.6,115
0,15511,1.800119,0,85.0,5.9,25
15000000,37003,0.335195,22730842,85.0,6.7,10
25000000,12211,11.782725,15843608,87.0,4.4,104
0,13816,2.711955,0,121.0,5.1,17
15000000,51828,16.629173,59389433,107.0,7.0,978
15000000,22798,20.05902,16633035,111.0,6.7,357
15000000,7501,8.113634,12000000,92.0,5.9,97
0,10743,9.87419,0,97.0,6.4,126
0,37718,2.857936,0,97.0,5.3,31
20000000,15237,3.138118,0,125.0,6.3,32
15000000,9686,6.684096,0,124.0,6.2,64
0,17644,0.722911,0,76.0,2.9,8
15000000,97430,17.672021,15608545,96.0,5.2,358
15000000,12257,3.033471,10443316,93.0,4.8,32
0,13539,3.313257,0,96.0,5.4,48
15000000,68,41.089863,0,132.0,7.5,861
15000000,14024,10.9071,14867514,103.0,6.0,211
15000000,115,49.230089,46189568,117.0,7.8,2926
15000000,7874,11.429607,10903846,116.0,6.6,243
15000000,4911,6.373316,9237470,118.0,6.5,85
16000000,1988,9.717392,18928871,100.0,6.7,95
15000000,16222,8.074807,9902115,94.0,5.0,37
20000000,9557,7.034752,8586376,94.0,4.7,146
0,9026,7.250379,0,97.0,6.7,127
0,57943,0.116873,0,98.0,4.7,3
0,18276,7.712206,0,91.0,5.5,44
15000000,8321,25.329493,34533783,107.0,7.4,1388
15,72359,5.112809,0,95.0,5.6,26
15000000,10186,13.832376,8762890,102.0,5.6,156
15000000,25704,7.446069,6405245,89.0,5.0,100
15000000,133694,13.568302,8138788,106.0,6.0,243
15000000,19265,21.857387,35097815,92.0,6.8,350
15000000,36047,0.249245,5217498,105.0,4.7,15
15000000,8053,12.163832,12036149,121.0,7.0,177
0,2290,8.962245,0,120.0,6.0,90
15000000,5236,32.690038,15785148,103.0,7.2,886
25000000,6552,8.583217,4152230,92.0,6.1,182
15000000,1018,31.60985,20117339,147.0,7.6,1477
0,10075,12.295216,0,98.0,5.4,87
22000000,38031,12.4654,0,98.0,5.8,251
15000000,42188,30.983397,9455232,104.0,6.8,737
0,112430,1.485324,0,276.0,7.0,12
15000000,6687,11.428903,5926410,111.0,6.5,195
15000000,13853,5.484679,0,98.0,4.8,27
0,31306,5.770246,0,111.0,6.5,12
15000000,8461,15.175289,7938872,112.0,6.3,545
0,331592,2.414721,0,100.0,5.5,31
0,47692,0.470645,0,116.0,6.6,23
92620000,19,32.351527,650422,153.0,8.0,657
12000000,10045,17.493735,9584131,84.0,6.5,565
8000000,400,6.932221,529766,116.0,6.7,85
15000000,253450,8.142166,632542,105.0,6.6,157
15000000,9104,6.329672,0,98.0,6.5,93
0,11190,7.744166,0,105.0,7.4,100
8500000,16353,9.029489,8936663,98.0,6.0,152
12000000,23759,22.708647,6814789,97.0,5.9,386
15000000,24206,2.609057,76382,93.0,5.0,22
15000000,10185,19.913961,3533227,98.0,6.0,290
15000000,75033,1.897761,0,107.0,5.2,5
15000000,74536,7.701186,0,90.0,4.8,92
15000000,31668,1.833058,23000,99.0,6.1,7
15000000,13501,12.185204,20380,93.0,5.7,41
0,15208,2.500218,0,141.0,5.6,31
20000000,172391,6.459787,27187375,85.0,5.8,72
7000000,262543,49.808505,0,110.0,5.6,670
0,9288,4.901936,0,105.0,4.8,36
15000000,370980,0.738646,0,0.0,7.3,12
15000000,20083,5.294319,0,119.0,6.7,65
0,40880,0.165367,0,124.0,4.5,2
14600000,137,52.744331,70906973,101.0,7.4,2301
14800000,264999,29.660993,122513057,115.0,6.3,706
14500000,454,41.493042,147298761,120.0,6.7,1374
10000000,53457,10.072199,17511906,111.0,7.2,196
14500000,288980,4.389363,0,98.0,5.8,9
14000000,33,37.380435,159157447,131.0,7.7,1113
14200000,1951,7.05145,674918,139.0,6.9,78
15000000,12405,59.258969,377910544,120.0,7.6,2827
14000000,10998,16.742972,320145693,119.0,6.6,291
14000000,114,45.473484,463000000,119.0,7.0,1746
0,9396,15.474831,239606210,110.0,5.5,303
0,319910,4.289676,0,101.0,5.0,10
14000000,2604,25.949277,161001698,145.0,6.7,395
14000000,864,22.409117,154864401,98.0,6.8,491
15000000,14435,13.706357,100734718,101.0,5.3,299
13000000,1931,6.92205,75511123,114.0,6.1,88
14000000,691,27.17347,185438673,125.0,6.6,507
14000000,9877,12.159009,72527595,99.0,5.6,290
0,62008,4.448494,0,111.0,6.2,45
14000000,12227,13.13724,34793160,107.0,6.5,135
0,13824,4.04701,0,81.0,5.1,83
13000000,71688,23.3784,114956699,105.0,6.2,527
0,15173,1.446172,0,82.0,6.4,22
14000000,8291,3.650857,27515786,109.0,6.9,47
14000000,13950,5.102258,25482931,95.0,5.8,48
14000000,12158,6.772615,19800000,100.0,4.5,111
14000000,11586,11.543363,30749142,118.0,4.5,133
0,10008,7.436315,0,83.0,5.3,142
14000000,2830,14.813614,0,83.0,4.4,180
14000000,12403,20.792603,22852638,98.0,6.2,351
14000000,34563,6.733485,21409028,103.0,5.7,39
0,14557,7.708227,0,96.0,5.6,49
12000000,10368,2.238646,21001563,117.0,5.8,32
0,10280,7.866961,0,92.0,5.5,124
0,12637,3.876242,0,155.0,6.1,67
0,34152,1.89218,0,115.0,6.7,31
11000000,14434,4.536745,13196245,90.0,5.0,55
11000000,11470,11.220643,16951798,91.0,4.5,291
0,10741,11.706309,0,120.0,6.4,119
14000000,24940,4.66723,10424470,86.0,5.3,73
14000000,82679,7.487843,11417362,87.0,5.5,134
14000000,2013,13.65494,19777647,112.0,7.4,283
26000000,1440,11.942862,14821658,136.0,6.9,240
14000000,18041,5.833687,5108820,90.0,5.5,68
14000000,28029,6.370267,0,107.0,6.2,21
0,1123,4.052219,4291965,101.0,6.4,25
0,14033,3.231848,0,84.0,4.4,49
14000000,87729,0.900442,2474000,139.0,5.2,10
0,16899,8.387573,0,93.0,6.3,108
0,41317,0.633004,0,127.0,5.8,1
0,245700,9.242554,5405500,150.0,6.3,204
0,37842,1.866443,0,104.0,5.8,22
0,9045,5.930533,0,132.0,7.1,75
12000000,44092,4.930129,0,117.0,6.7,57
0,16005,8.747922,0,113.0,6.3,55
14000000,44754,4.898424,46495,149.0,6.1,86
108,23988,7.410523,0,90.0,4.0,97
14000000,43949,24.210698,1755212,89.0,7.4,418
14000000,142,44.135568,178043761,134.0,7.5,1480
12000000,9603,16.051328,0,97.0,6.9,803
13500000,10712,9.982885,29027914,107.0,6.9,144
14000000,243938,16.618874,12314651,93.0,5.0,354
13500000,10876,7.261196,7060876,124.0,6.8,128
15000000,86838,32.306455,19422261,110.0,6.7,1206
0,25208,4.722403,0,105.0,6.0,27
18339750,613,32.445895,92180910,156.0,7.7,1037
12806000,1913,17.363739,38535221,125.0,7.2,219
13300000,97370,29.782161,5380251,108.0,6.0,1102
13000000,801,18.362333,123922370,121.0,7.1,642
13400000,70829,0.680753,16700000,100.0,4.7,7
13000000,54518,6.735922,98441954,105.0,4.8,154
13000000,44214,91.285683,327803731,108.0,7.3,4430
13000000,240,105.792936,47542841,200.0,8.3,3338
13000000,9816,9.969624,91038276,112.0,6.3,352
7000000,10131,17.113408,72500000,99.0,5.8,281
16000000,339984,10.248439,77000000,117.0,6.7,186
13000000,8859,25.316146,73180723,83.0,5.2,509
13000000,11967,9.499325,44726644,107.0,6.6,258
13000000,239563,43.791745,54837234,102.0,7.1,763
12500000,222899,11.828068,49002684,100.0,6.0,210
16000000,4951,54.550275,53478166,97.0,7.3,1701
